Date,Open,High,Low,Close,Volume
2011-04-27,444.26,447.81,432.21,435.75,4611200
2011-04-28,436.84,438.60,434.31,434.84,6902700
2011-04-29,433.57,436.56,431.88,432.34,8929400
2011-05-02,432.82,441.05,430.04,439.16,7763700
2011-05-03,438.64,439.17,431.72,433.64,5303600
2011-05-04,431.90,444.08,429.81,443.36,2527900
2011-05-05,444.02,451.06,442.00,447.22,4563500
2011-05-06,450.13,458.21,449.63,457.11,7115000
2011-05-09,459.08,459.13,451.15,453.24,6296900
2011-05-10,456.02,460.05,455.13,458.34,6835800
2011-05-11,457.11,464.07,454.71,460.80,6327200
2011-05-12,463.79,464.80,451.07,452.20,5389600
2011-05-13,448.91,453.04,445.48,450.99,6684200
2011-05-16,451.50,452.44,448.45,448.67,6143800
2011-05-17,449.47,451.47,438.90,443.40,6105800
2011-05-18,444.56,448.51,437.72,439.34,6767500
2011-05-19,440.29,445.98,430.73,431.55,4709000
2011-05-20,431.21,434.00,426.75,429.32,5432700
2011-05-23,428.51,432.15,426.72,431.59,3792800
2011-05-24,432.22,433.54,427.52,427.63,6163700
2011-05-25,427.12,428.12,416.00,419.42,4966700
2011-05-26,416.62,428.21,412.65,425.59,6420000
2011-05-27,429.35,430.72,421.81,423.95,5824100
2011-05-30,423.34,428.45,421.61,424.52,6282500
2011-05-31,426.62,427.42,422.64,423.64,5638100
2011-06-01,423.73,425.43,417.59,421.09,6723200
2011-06-02,420.27,428.10,416.96,424.82,5457300
2011-06-03,424.68,425.10,422.24,422.32,5620600
2011-06-06,421.88,426.09,421.69,422.90,7587400
2011-06-07,421.95,425.28,414.05,415.44,5503900
2011-06-08,414.93,416.38,406.55,407.12,7707000
2011-06-09,405.91,409.61,401.49,405.53,5475200
2011-06-10,406.03,419.02,403.90,416.21,6371000
2011-06-13,416.47,419.98,415.90,417.64,6191100
2011-06-14,418.03,431.69,415.14,428.72,7670600
2011-06-15,426.20,434.04,423.92,431.65,4773000
2011-06-16,432.24,435.56,430.73,434.61,6538000
2011-06-17,437.50,437.62,429.86,431.71,5523700
2011-06-20,429.76,432.07,428.46,431.98,5657300
2011-06-21,432.21,445.19,430.67,442.57,5044700
2011-06-22,444.89,450.95,444.22,449.81,6592100
2011-06-23,449.71,454.79,443.24,446.50,6301700
2011-06-24,448.71,450.41,443.01,444.14,7741500
2011-06-27,443.52,458.20,440.86,452.29,4299200
2011-06-28,448.16,450.96,447.41,449.61,5964300
2011-06-29,453.51,455.81,450.83,455.37,7850900
2011-06-30,456.98,458.38,448.77,450.34,5945700
2011-07-01,447.78,457.66,446.11,454.37,6459300
2011-07-04,454.24,467.74,454.14,463.82,5969000
2011-07-05,463.82,470.63,463.65,469.18,6844500
2011-07-06,467.14,474.80,466.82,470.95,7738200
2011-07-07,466.63,473.53,459.58,472.09,5591300
2011-07-08,472.59,474.79,466.79,471.85,3911000
2011-07-11,472.44,475.92,471.47,471.98,5871600
2011-07-12,469.28,480.17,462.70,479.55,3841200
2011-07-13,476.04,492.72,470.78,487.05,7115000
2011-07-14,489.25,494.02,488.73,489.87,4331500
2011-07-15,490.36,499.14,481.72,482.12,6416700
2011-07-18,481.31,485.27,479.03,479.11,5375100
2011-07-19,480.75,485.35,480.55,481.22,6014400
2011-07-20,481.21,484.23,480.96,481.79,5353500
2011-07-21,479.28,480.59,472.19,473.63,6768100
2011-07-22,473.69,479.54,471.61,478.02,5168800
2011-07-25,482.47,499.38,477.20,494.71,5201700
2011-07-26,493.20,494.31,483.62,487.08,6606600
2011-07-27,488.71,489.99,485.77,487.71,4652800
2011-07-28,487.40,498.40,484.89,498.33,6240500
2011-07-29,499.31,504.10,494.82,495.82,3302000
2011-08-01,496.61,499.13,489.39,493.40,7244500
2011-08-02,495.16,496.87,490.62,494.69,5816000
2011-08-03,497.03,501.55,492.87,498.56,6244600
2011-08-04,498.22,499.59,495.07,496.09,5074400
2011-08-05,499.16,505.69,497.96,502.65,6981900
2011-08-08,503.47,504.42,489.46,490.53,8564800
2011-08-09,488.22,495.48,485.54,494.95,5594000
2011-08-10,500.79,501.87,496.87,497.54,6737000
2011-08-11,498.22,503.24,493.27,496.71,5411000
2011-08-12,495.29,502.78,492.29,499.42,4553200
2011-08-15,500.91,505.26,497.80,499.92,5283200
2011-08-16,501.07,513.05,494.71,508.83,6747600
2011-08-17,512.37,517.41,505.68,505.95,5384600
2011-08-18,509.20,513.48,503.55,505.84,8079200
2011-08-19,507.26,508.28,490.12,496.97,6317400
2011-08-22,498.16,498.99,485.34,489.95,5755000
2011-08-23,491.81,493.18,486.59,488.65,6426000
2011-08-24,490.53,495.16,476.15,479.10,6463300
2011-08-25,480.85,481.08,471.73,474.11,7675900
2011-08-26,475.77,479.37,465.65,466.29,5795200
2011-08-29,465.17,466.15,462.01,463.62,5869900
2011-08-30,465.75,470.50,463.47,464.65,5853800
2011-08-31,466.98,471.08,465.31,470.71,3134200
2011-09-01,472.80,474.09,457.31,459.27,4509700
2011-09-02,458.24,462.12,454.22,458.41,6838400
2011-09-05,458.54,467.34,458.37,463.95,6442800
2011-09-06,459.29,474.37,454.96,472.68,7182400
2011-09-07,468.52,485.57,461.16,481.70,4984300
2011-09-08,482.00,482.76,470.99,473.06,8073900
2011-09-09,474.09,474.37,469.92,470.20,7052800
2011-09-12,470.16,474.58,466.66,473.97,7988100
2011-09-13,474.54,481.88,472.34,480.09,6597100
2011-09-14,481.58,482.16,478.61,482.12,6845900
2011-09-15,480.75,490.02,478.70,484.06,5237900
2011-09-16,485.51,489.63,484.39,485.84,6709500
2011-09-19,487.76,491.24,480.37,481.27,5273900
2011-09-20,480.13,486.44,477.16,482.55,5936700
2011-09-21,484.48,490.00,481.70,487.94,6938700
2011-09-22,487.05,491.27,482.11,486.04,7441600
2011-09-23,486.40,497.39,482.41,493.77,7866900
2011-09-26,493.96,494.96,474.64,476.08,6155700
2011-09-27,476.05,476.64,473.48,474.35,4252200
2011-09-28,470.22,487.44,467.63,485.26,8096100
2011-09-29,488.60,494.19,486.46,491.06,8636700
2011-09-30,488.51,502.95,484.12,500.61,6672100
2011-10-03,501.27,505.92,500.48,501.77,7561500
2011-10-04,501.51,501.98,491.98,494.32,3228100
2011-10-05,494.44,495.29,487.40,491.28,7068100
2011-10-06,489.60,501.43,483.04,501.35,5622500
2011-10-07,501.09,501.29,486.65,489.72,5638600
2011-10-10,490.02,492.68,481.20,483.94,3924400
2011-10-11,485.26,485.51,471.89,473.54,6841700
2011-10-12,475.77,475.89,465.90,470.57,4640800
2011-10-13,471.01,472.98,467.37,468.31,3724600
2011-10-14,467.43,476.74,465.07,472.18,6226600
2011-10-17,473.14,475.46,465.80,467.46,6112700
2011-10-18,468.26,478.80,465.69,478.32,6459800
2011-10-19,479.98,487.42,479.97,482.66,5373100
2011-10-20,481.32,481.43,478.87,479.99,5845900
2011-10-21,481.10,482.81,472.22,474.13,5248700
2011-10-24,470.41,474.37,463.68,465.29,4419900
2011-10-25,466.98,471.54,462.65,466.37,7423700
2011-10-26,466.29,482.43,464.02,478.90,7526500
2011-10-27,481.20,481.67,470.99,478.19,4134700
2011-10-28,478.74,481.81,469.25,472.15,7505300
2011-10-31,474.11,477.22,467.24,472.12,6645600
2011-11-01,474.79,479.69,467.26,469.29,7462600
2011-11-02,467.11,467.15,459.85,464.15,5745900
2011-11-03,461.69,463.34,447.55,453.20,6914900
2011-11-04,454.79,454.96,452.10,453.27,5005800
2011-11-07,454.13,464.10,453.04,462.51,6020600
2011-11-08,460.90,470.80,456.36,470.33,8071200
2011-11-09,469.19,480.72,461.92,476.74,7134000
2011-11-10,475.51,479.19,463.52,478.38,6150900
2011-11-11,479.49,482.06,478.78,481.66,6890400
2011-11-14,479.42,489.87,478.90,488.37,7272300
2011-11-15,485.62,491.83,479.22,488.33,4163400
2011-11-16,487.41,494.89,481.97,490.44,6495700
2011-11-17,488.70,492.23,487.97,488.21,6035100
2011-11-18,489.21,496.08,487.52,495.78,5867600
2011-11-21,496.55,499.40,488.77,490.14,7150000
2011-11-22,487.99,495.74,487.86,494.82,5476000
2011-11-23,496.02,501.12,494.11,500.67,6448700
2011-11-24,502.09,512.50,501.35,506.44,4753600
2011-11-25,505.90,515.45,504.70,511.42,5909600
2011-11-28,509.75,510.12,507.85,508.60,6680700
2011-11-29,505.71,508.85,504.61,505.15,6273800
2011-11-30,505.71,507.06,501.89,502.74,5335300
2011-12-01,505.36,506.02,497.77,500.59,5674400
2011-12-02,502.73,503.62,492.96,493.61,6707400
2011-12-05,494.37,496.74,485.58,491.09,6482900
2011-12-06,496.57,497.11,485.35,487.38,4148300
2011-12-07,485.03,487.36,479.15,481.75,5850400
2011-12-08,483.27,487.90,482.62,484.41,6796800
2011-12-09,483.10,485.82,479.34,480.04,6107100
2011-12-12,480.87,482.20,479.09,481.98,5878400
2011-12-13,480.74,495.09,477.91,491.70,5230000
2011-12-14,491.07,503.14,487.15,502.98,4812500
2011-12-15,504.40,506.10,502.90,503.43,6915100
2011-12-16,500.77,510.69,497.30,510.50,5552800
2011-12-19,509.32,512.85,507.53,512.48,6108100
2011-12-20,510.27,529.13,505.17,529.00,6584200
2011-12-21,529.52,542.10,528.49,540.71,8014900
2011-12-22,541.72,555.89,541.05,548.86,5954500
2011-12-23,550.27,559.82,546.85,547.93,7598500
2011-12-26,544.48,547.09,539.40,546.35,5425500
2011-12-27,543.13,551.31,536.15,550.46,5452300
2011-12-28,551.00,554.98,545.62,550.41,6007100
2011-12-29,550.76,554.94,548.01,548.84,5754500
2011-12-30,546.70,560.95,539.97,554.03,6955800
2012-01-02,554.37,555.19,543.61,545.26,3619400
2012-01-03,545.83,546.45,529.26,531.42,5359500
2012-01-04,530.42,530.79,523.50,524.67,5799500
2012-01-05,530.82,531.76,514.99,517.07,4607800
2012-01-06,515.30,524.85,512.75,516.80,5940000
2012-01-09,519.02,523.13,510.42,511.25,7175700
2012-01-10,511.33,515.74,509.90,510.25,5978000
2012-01-11,510.43,511.51,496.62,497.24,8444800
2012-01-12,495.40,508.51,495.22,507.24,4681300
2012-01-13,506.40,511.08,505.21,510.18,6566600
2012-01-16,509.61,513.03,499.34,504.75,6418000
2012-01-17,503.79,508.82,501.81,507.15,5489600
2012-01-18,508.19,517.43,506.35,515.68,5857100
2012-01-19,517.18,528.25,512.93,521.66,6149600
2012-01-20,521.92,526.93,517.64,521.31,5787600
2012-01-23,522.76,528.09,520.01,525.77,6692000
2012-01-24,525.26,533.27,525.00,532.14,5294700
2012-01-25,530.51,534.20,523.90,524.02,8476300
2012-01-26,522.51,524.54,514.33,514.50,7140200
2012-01-27,512.63,514.85,508.13,510.80,7798400
2012-01-30,509.80,519.34,508.79,517.71,5886500
2012-01-31,516.90,528.55,516.26,528.08,5305600
2012-02-01,528.81,532.82,525.72,529.24,8076000
2012-02-02,528.40,544.43,528.03,540.00,5276700
2012-02-03,542.32,549.37,541.94,547.29,4426000
2012-02-06,549.07,553.86,543.65,546.95,7348600
2012-02-07,546.67,549.45,541.56,541.82,7171200
2012-02-08,539.20,542.80,535.43,537.48,6174900
2012-02-09,537.52,539.46,535.51,538.26,7813200
2012-02-10,538.71,553.47,538.66,548.46,5746200
2012-02-13,549.96,555.55,546.98,554.69,8103900
2012-02-14,556.34,559.38,543.19,545.45,7936000
2012-02-15,546.57,551.41,536.39,536.94,6410100
2012-02-16,537.94,546.66,536.42,542.91,5136700
2012-02-17,544.56,548.73,544.02,544.50,8700800
2012-02-20,548.43,548.54,534.79,537.99,7179700
2012-02-21,538.26,544.43,536.02,543.01,4524700
2012-02-22,542.25,553.74,536.99,553.01,3076200
2012-02-23,557.10,563.25,556.21,558.99,4824900
2012-02-24,560.55,560.97,557.72,559.93,5687800
2012-02-27,558.11,572.59,552.59,569.97,5286200
2012-02-28,570.08,572.34,566.21,567.22,6768000
2012-02-29,566.15,568.03,555.90,562.97,5322300
2012-03-01,566.14,568.09,551.08,556.37,5358700
2012-03-02,554.50,573.09,552.94,570.50,6205800
2012-03-05,569.24,589.72,564.97,586.71,5816600
2012-03-06,584.35,587.51,580.68,586.47,4654700
2012-03-07,582.78,594.07,579.03,591.11,6214400
2012-03-08,593.08,600.04,592.69,594.69,5289600
2012-03-09,589.32,605.65,586.27,602.08,2871200
2012-03-12,603.48,613.55,596.49,611.58,6952500
2012-03-13,610.59,621.49,609.31,617.06,3731800
2012-03-14,619.89,620.66,615.17,616.30,5261800
2012-03-15,615.90,616.80,607.18,612.13,3823600
2012-03-16,615.44,618.87,599.75,604.03,5865900
2012-03-19,607.61,608.53,579.67,583.77,3661600
2012-03-20,587.61,587.93,582.41,583.15,5128700
2012-03-21,584.75,590.30,576.60,576.96,4294300
2012-03-22,578.49,578.89,573.12,577.33,5550100
2012-03-23,579.14,579.65,574.61,576.69,8118100
2012-03-26,571.99,577.30,567.48,569.14,5422500
2012-03-27,573.83,575.54,564.50,565.60,6749300
2012-03-28,565.47,569.40,564.14,568.86,6177700
2012-03-29,568.49,571.71,567.89,570.29,6617200
2012-03-30,571.10,573.87,559.30,563.92,4812000
2012-04-02,565.38,571.63,553.14,558.59,6074100
2012-04-03,558.76,563.65,555.79,562.98,5323600
2012-04-04,561.23,567.91,560.51,564.93,5988400
2012-04-05,563.87,571.12,561.89,567.39,5495900
2012-04-06,570.28,571.98,563.79,566.36,5281200
2012-04-09,566.75,577.81,562.48,572.05,5598000
2012-04-10,571.26,573.28,568.91,572.92,5808800
2012-04-11,571.07,594.15,569.70,592.30,4718900
2012-04-12,589.93,596.84,584.01,588.75,6942200
2012-04-13,587.61,592.68,580.96,583.47,4242000
2012-04-16,584.27,603.82,577.86,596.30,6231600
2012-04-17,596.27,599.84,595.56,595.81,5749700
2012-04-18,592.32,593.09,589.53,589.84,5586400
2012-04-19,587.60,595.78,586.81,593.28,6530700
2012-04-20,588.64,593.65,570.82,575.70,5888200
2012-04-23,575.53,583.24,568.59,579.20,3379600
2012-04-24,580.70,584.14,575.32,579.46,5816200
2012-04-25,580.35,588.54,576.38,581.61,7149700
2012-04-26,585.39,586.12,574.68,575.66,5577200
2012-04-27,574.60,587.53,572.73,585.74,5017200
2012-04-30,589.89,591.05,587.86,588.24,2541000
2012-05-01,585.53,591.91,583.28,588.17,6914500
2012-05-02,588.70,591.14,585.81,591.03,5812200
2012-05-03,590.04,591.49,581.54,584.70,6715700
2012-05-04,584.91,593.20,582.32,583.81,4629500
2012-05-07,585.23,589.68,572.42,572.59,5492200
2012-05-08,570.83,571.56,564.43,564.53,3673200
2012-05-09,560.05,571.11,559.48,566.85,5296300
2012-05-10,564.66,572.07,561.20,567.86,6804400
2012-05-11,566.51,574.29,564.03,573.51,5019700
2012-05-14,571.44,572.87,566.46,568.68,7138400
2012-05-15,572.39,575.75,563.72,567.98,7311800
2012-05-16,566.94,567.12,561.37,563.03,5941800
2012-05-17,561.20,567.73,555.56,565.04,4482000
2012-05-18,566.59,571.64,564.96,570.94,5671800
2012-05-21,571.56,580.27,569.87,579.02,5905600
2012-05-22,578.06,590.03,577.59,583.39,6696600
2012-05-23,582.08,585.11,572.29,577.42,6612200
2012-05-24,578.44,582.77,573.26,579.04,5800100
2012-05-25,579.71,581.07,568.89,571.31,4014400
2012-05-28,572.87,575.51,553.23,557.25,6428800
2012-05-29,558.31,561.22,556.13,558.61,4823900
2012-05-30,555.98,562.46,552.19,559.30,4766100
2012-05-31,561.05,566.62,558.58,564.81,5484800
2012-06-01,560.87,573.53,557.00,570.94,6715000
2012-06-04,567.19,571.49,560.63,561.87,6965400
2012-06-05,557.87,564.19,553.31,555.31,8465800
2012-06-06,554.15,556.96,553.60,555.33,5701700
2012-06-07,559.57,562.74,555.21,555.90,7456300
2012-06-08,555.61,561.12,554.00,558.90,3447200
2012-06-11,558.85,562.80,546.72,549.50,7794500
2012-06-12,548.71,552.29,541.02,547.76,7633700
2012-06-13,550.48,552.90,550.29,552.40,5563600
2012-06-14,548.07,568.55,546.84,566.21,5487000
2012-06-15,566.88,568.70,556.63,557.02,6437500
2012-06-18,558.37,569.88,557.45,568.88,6932200
2012-06-19,572.28,575.11,560.54,566.71,5435800
2012-06-20,566.70,568.20,554.03,556.13,5694600
2012-06-21,555.47,570.07,552.89,565.82,7978100
2012-06-22,564.92,565.19,557.58,557.97,5254500
2012-06-25,554.13,556.60,546.30,549.53,6729400
2012-06-26,548.81,556.22,546.97,554.68,6309400
2012-06-27,554.73,566.22,554.64,562.17,5605200
2012-06-28,563.15,563.49,562.26,562.60,6877600
2012-06-29,564.28,567.66,553.96,557.27,6060900
2012-07-02,554.07,560.29,544.68,546.52,5999700
2012-07-03,544.13,548.51,537.94,547.26,4487400
2012-07-04,548.00,548.76,528.26,530.85,5865000
2012-07-05,527.96,528.25,518.48,520.92,7841400
2012-07-06,524.79,530.87,523.54,528.21,5627800
2012-07-09,524.98,533.87,524.48,532.50,5567400
2012-07-10,532.04,545.16,530.85,541.01,5486000
2012-07-11,539.11,544.30,538.95,543.84,6792900
2012-07-12,545.27,545.67,534.48,535.76,7091900
2012-07-13,534.10,541.47,530.17,539.01,5853600
2012-07-16,539.43,542.04,523.50,526.42,3671700
2012-07-17,525.78,535.13,524.03,531.18,7712700
2012-07-18,530.11,542.13,526.15,540.64,6113800
2012-07-19,541.07,543.14,533.04,533.56,6959000
2012-07-20,536.00,540.71,534.82,540.65,5755500
2012-07-23,541.66,542.57,538.65,540.82,7257800
2012-07-24,540.26,541.58,537.91,539.57,6536200
2012-07-25,536.63,537.36,521.87,525.79,6562700
2012-07-26,524.07,526.33,523.12,524.66,4713300
2012-07-27,521.08,534.85,520.18,530.55,5724600
2012-07-30,532.69,535.59,513.96,518.77,6576600
2012-07-31,516.48,518.16,511.65,515.49,7719800
2012-08-01,516.58,518.54,508.45,510.76,6987200
2012-08-02,513.20,515.93,494.19,500.05,8060700
2012-08-03,504.15,511.78,502.83,506.91,4728900
2012-08-06,509.06,509.44,506.96,507.04,5323000
2012-08-07,505.34,508.91,504.12,507.32,6033600
2012-08-08,507.53,515.10,507.31,513.84,7124000
2012-08-09,513.24,515.74,507.93,508.82,5984100
2012-08-10,506.16,533.89,499.27,530.81,5559600
2012-08-13,526.46,531.37,523.26,527.57,5349500
2012-08-14,529.88,531.57,516.87,519.59,5519600
2012-08-15,518.84,526.18,515.11,523.87,7937400
2012-08-16,525.07,527.15,524.74,526.45,6544000
2012-08-17,527.36,533.28,516.46,519.92,5325200
2012-08-20,519.23,519.65,509.66,513.89,6221200
2012-08-21,513.48,523.46,509.64,519.58,7170700
2012-08-22,521.94,524.34,518.30,521.66,5810500
2012-08-23,524.34,525.13,522.75,524.58,4139400
2012-08-24,527.17,531.69,521.44,530.67,5139100
2012-08-27,531.08,537.30,522.30,526.63,6120200
2012-08-28,527.82,542.46,526.14,535.49,4348500
2012-08-29,535.07,537.79,535.04,535.83,5056000
2012-08-30,532.25,544.43,529.89,541.02,6469200
2012-08-31,543.36,544.50,530.15,534.76,7462500
2012-09-03,532.22,547.72,529.74,540.20,5917000
2012-09-04,539.23,544.18,536.15,542.36,3765700
2012-09-05,539.77,561.29,538.79,560.31,8462000
2012-09-06,560.99,564.58,550.88,559.35,4913900
2012-09-07,563.16,575.71,558.52,570.74,6569400
2012-09-10,573.86,576.33,572.24,575.63,3826600
2012-09-11,574.77,593.70,574.02,587.63,5340800
2012-09-12,590.64,591.35,582.94,589.56,7006600
2012-09-13,585.78,595.59,585.14,593.38,5370600
2012-09-14,592.88,597.22,570.14,576.65,7743800
2012-09-17,574.38,574.95,566.79,567.34,5410900
2012-09-18,566.36,576.49,563.91,575.33,5222700
2012-09-19,576.44,579.00,572.33,578.71,6574500
2012-09-20,574.91,585.21,568.99,584.74,6343200
2012-09-21,587.94,588.39,579.89,582.93,5646400
2012-09-24,585.48,595.55,584.22,589.10,4785000
2012-09-25,590.82,592.78,583.81,586.54,6263800
2012-09-26,586.65,592.21,585.53,586.28,4762300
2012-09-27,588.34,596.21,586.78,595.80,4780200
2012-09-28,598.55,604.45,593.69,604.34,6910800
2012-10-01,603.73,604.36,597.34,601.05,5646800
2012-10-02,596.96,607.60,593.87,601.57,8506900
2012-10-03,600.38,605.68,598.21,603.55,7721400
2012-10-04,603.46,610.77,600.81,602.56,7013300
2012-10-05,597.91,605.06,595.30,601.90,6266400
2012-10-08,603.14,604.04,593.61,594.71,6155100
2012-10-09,593.76,600.86,587.97,599.25,5878400
2012-10-10,598.32,599.36,591.28,591.31,6969800
2012-10-11,594.19,594.82,577.02,584.12,7915400
2012-10-12,582.55,594.19,580.38,594.03,4818300
2012-10-15,591.73,609.66,591.08,608.44,5812700
2012-10-16,609.43,629.20,608.05,623.29,4738700
2012-10-17,621.08,627.04,620.21,626.20,6361300
2012-10-18,628.47,631.00,621.20,621.89,6567600
2012-10-19,620.14,632.78,615.31,627.95,7363600
2012-10-22,627.04,641.08,624.63,640.73,6249300
2012-10-23,642.70,644.06,639.41,641.68,6487100
2012-10-24,640.46,641.45,638.17,638.30,3223500
2012-10-25,635.94,641.20,622.90,624.63,5969100
2012-10-26,626.99,629.99,610.76,611.14,7984300
2012-10-29,607.05,625.15,605.96,624.99,6415300
2012-10-30,622.61,625.31,610.03,613.23,1971900
2012-10-31,614.90,618.00,606.86,608.00,5818900
2012-11-01,607.68,609.24,603.47,605.72,3041000
2012-11-02,607.77,611.62,603.65,607.73,6020500
2012-11-05,605.90,607.38,595.65,597.66,6779900
2012-11-06,598.59,602.28,597.26,602.19,4713300
2012-11-07,601.27,613.21,601.10,606.78,9373900
2012-11-08,610.37,612.98,605.36,607.39,7943000
2012-11-09,610.11,610.77,601.18,602.55,3807700
2012-11-12,606.01,612.82,594.72,599.71,6619500
2012-11-13,601.90,602.36,582.85,584.95,3985100
2012-11-14,585.72,590.62,585.20,589.81,6140200
2012-11-15,590.37,592.36,582.71,585.89,5532400
2012-11-16,585.08,585.71,571.04,575.65,6768600
2012-11-19,576.51,577.13,568.39,575.47,6435100
2012-11-20,573.86,583.04,567.73,579.27,6360600
2012-11-21,579.01,585.38,574.29,582.03,4147500
2012-11-22,577.99,593.09,572.35,586.80,4124400
2012-11-23,588.01,599.97,585.84,595.76,7647200
2012-11-26,596.00,599.63,589.96,591.69,4853500
2012-11-27,591.27,593.88,587.18,593.11,6566400
2012-11-28,592.23,599.71,588.17,595.03,4917200
2012-11-29,595.28,597.48,581.58,583.84,7291300
2012-11-30,581.93,592.56,578.44,592.10,6896400
2012-12-03,590.34,596.72,588.34,589.51,5407100
2012-12-04,592.73,593.47,587.66,591.31,5902100
2012-12-05,585.77,596.41,584.17,593.50,4043400
2012-12-06,595.13,597.24,586.44,587.14,7458800
2012-12-07,584.76,593.35,582.25,593.31,5354300
2012-12-10,594.14,603.99,593.42,600.71,6950100
2012-12-11,597.73,604.63,593.99,601.87,7569000
2012-12-12,600.74,606.73,574.67,579.53,7061200
2012-12-13,583.51,595.74,583.46,589.77,5409200
2012-12-14,587.29,591.46,586.61,588.51,6572400
2012-12-17,586.75,586.83,580.63,583.47,5918300
2012-12-18,584.15,584.34,577.58,578.95,3187800
2012-12-19,578.43,584.90,569.44,570.79,5698300
2012-12-20,569.14,571.19,566.78,568.01,6512200
2012-12-21,563.20,580.15,560.59,572.52,7019400
2012-12-24,570.81,571.15,559.44,564.30,6574300
2012-12-25,562.56,566.45,558.77,565.81,6101100
