Date,Open,High,Low,Close,Volume
2011-08-04,20957,21018,20855,20942,15701800
2011-08-05,20879,20960,20473,20791,13060500
2011-08-08,20725,21538,20614,21333,11632300
2011-08-09,21270,21482,21203,21388,13884400
2011-08-10,21412,21550,21302,21490,15732800
2011-08-11,21617,21625,21367,21503,14029400
2011-08-12,21518,21539,21243,21414,19842300
2011-08-15,21417,21456,21153,21454,14849100
2011-08-16,21507,21528,21169,21345,21804200
2011-08-17,21384,21643,21262,21500,11481000
2011-08-18,21458,21883,21292,21822,20327900
2011-08-19,21849,22251,21617,22157,13567100
2011-08-22,22111,22701,22032,22529,11640100
2011-08-23,22512,23141,22449,23004,16468600
2011-08-24,22905,23448,22844,23246,10249100
2011-08-25,23270,23383,22797,23045,21984700
2011-08-26,23045,23432,22792,23354,11332900
2011-08-29,23277,23380,22764,22816,16637100
2011-08-30,22802,22852,22558,22586,21120300
2011-08-31,22488,22889,22446,22676,14342600
2011-09-01,22615,22672,22033,22145,17032400
2011-09-02,22257,22792,22232,22606,14790900
2011-09-05,22552,22666,22121,22284,16698900
2011-09-06,22396,22444,21694,21821,17420100
2011-09-07,21763,21943,21463,21591,13916600
2011-09-08,21574,21618,21128,21363,15702400
2011-09-09,21214,21465,21140,21358,12616300
2011-09-12,21399,21408,21233,21314,16124200
2011-09-13,21465,21767,21169,21627,13694300
2011-09-14,21558,21851,21386,21579,17389600
2011-09-15,21645,21804,21436,21634,13251500
2011-09-16,21668,21691,21254,21338,11507300
2011-09-19,21272,21618,21222,21490,13597300
2011-09-20,21588,21618,21230,21261,17828000
2011-09-21,21195,21312,20573,20692,12703800
2011-09-22,20631,21225,20309,21079,17499900
2011-09-23,21064,21162,20634,20774,15108500
2011-09-26,20839,20900,20368,20465,16720100
2011-09-27,20613,20777,20150,20222,10511600
2011-09-28,20221,20532,20050,20415,14052500
2011-09-29,20338,20456,19814,19991,17633800
2011-09-30,19932,20030,19874,19888,18284800
2011-10-03,19991,20068,19805,20058,14140900
2011-10-04,20071,20820,20028,20606,15830500
2011-10-05,20414,20634,20259,20529,13525800
2011-10-06,20687,20842,20450,20552,8388700
2011-10-07,20522,20646,20157,20310,12209900
2011-10-10,20196,20941,20089,20889,13976000
2011-10-11,20841,20962,20823,20853,11885300
2011-10-12,20781,20911,20598,20840,14227100
2011-10-13,20822,20941,20746,20888,16834800
2011-10-14,20837,21017,20555,20627,12690000
2011-10-17,20511,20732,20341,20631,8519600
2011-10-18,20617,20693,20134,20276,12961300
2011-10-19,20381,20959,20285,20711,13907100
2011-10-20,20605,20680,20486,20674,18825200
2011-10-21,20711,21028,20545,20632,10973900
2011-10-24,20623,21163,20550,20979,15812000
2011-10-25,21063,21137,20557,20630,15322100
2011-10-26,20573,21079,20567,21045,14272900
2011-10-27,21033,21524,20795,21504,9708800
2011-10-28,21533,21649,21065,21277,11794900
2011-10-31,21274,21637,21011,21487,12571700
2011-11-01,21578,21767,21410,21461,13913700
2011-11-02,21503,21813,21133,21732,13904700
2011-11-03,21819,21854,21685,21747,12785200
2011-11-04,21641,21644,21424,21477,17595200
2011-11-07,21525,21903,21460,21670,13615600
2011-11-08,21707,21747,21507,21607,13954600
2011-11-09,21686,21862,21529,21664,12451300
2011-11-10,21602,22120,21499,21965,10001900
2011-11-11,21878,22363,21540,22344,20888100
2011-11-14,22307,22597,22056,22542,19083200
2011-11-15,22677,22728,21868,22097,12290300
2011-11-16,22063,22500,22055,22314,15657100
2011-11-17,22265,22351,22168,22221,17816300
2011-11-18,22251,22675,22248,22558,15718000
2011-11-21,22491,22657,22332,22496,14407800
2011-11-22,22499,22979,22478,22949,18453300
2011-11-23,23130,23349,22934,23113,15349400
2011-11-24,23050,23265,22948,23110,13798000
2011-11-25,22978,23311,22688,23202,17163700
2011-11-28,23051,23066,22551,22633,14773400
2011-11-29,22724,22899,22491,22815,12247500
2011-11-30,22894,22912,22770,22851,13888400
2011-12-01,22755,22994,22480,22501,13423400
2011-12-02,22482,22676,22335,22630,12470500
2011-12-05,22705,22789,22476,22730,17647900
2011-12-06,22627,22925,22387,22844,17734500
2011-12-07,22759,22912,22708,22805,11215000
2011-12-08,22672,23082,22515,23057,15882500
2011-12-09,23058,23425,22825,23315,14481900
2011-12-12,23416,23539,23222,23343,19978500
2011-12-13,23364,23404,23082,23319,14815700
2011-12-14,23288,23345,23128,23168,18543500
2011-12-15,23295,23364,22923,22974,19851800
2011-12-16,22949,23226,22803,23170,18221700
2011-12-19,23168,23337,22978,22991,19537600
2011-12-20,22950,23208,22467,22539,17445500
2011-12-21,22567,22738,22518,22617,16763600
2011-12-22,22470,23000,22459,22970,12039800
2011-12-23,23170,23387,22826,22881,15740500
2011-12-26,22754,23348,22537,23159,17483100
2011-12-27,23245,23399,23221,23313,16167900
2011-12-28,23355,23379,22930,22984,17573800
2011-12-29,23163,23172,23074,23086,14853600
2011-12-30,23039,23082,23031,23049,12318200
2012-01-02,22967,23421,22760,23269,13391400
2012-01-03,23243,23451,22264,22376,14934300
2012-01-04,22338,22898,22196,22639,17560300
2012-01-05,22649,23095,22603,22875,12306600
2012-01-06,22823,22954,22538,22580,12940200
2012-01-09,22661,23018,22519,22921,12458400
2012-01-10,22783,23085,22644,22872,17814400
2012-01-11,23058,23182,22907,22930,19809400
2012-01-12,22942,23213,22771,23209,13409100
2012-01-13,23306,23724,23158,23648,15732800
2012-01-16,23672,23814,23663,23702,19436000
2012-01-17,23843,24023,23543,23927,18254800
2012-01-18,23838,24187,23578,24072,11398000
2012-01-19,23990,24141,23732,23823,13027300
2012-01-20,23798,24495,23643,24374,18599400
2012-01-23,24333,24783,24183,24635,11750400
2012-01-24,24550,24753,24217,24681,15232500
2012-01-25,24681,25097,24551,25050,18964200
2012-01-26,25119,25500,25000,25235,16771300
2012-01-27,25166,25273,24930,25034,12071200
2012-01-30,25190,25459,25036,25383,18898600
2012-01-31,25228,25673,25157,25400,13000500
2012-02-01,25449,25641,25409,25616,18898100
2012-02-02,25525,26042,25178,25955,14988800
2012-02-03,25986,26496,25778,26294,15288100
2012-02-06,26310,27154,26150,26987,14698600
2012-02-07,26907,27055,26668,27051,10741000
2012-02-08,27080,27178,26930,26977,13650300
2012-02-09,26840,26991,26583,26695,14673700
2012-02-10,26860,26984,26378,26454,15554600
2012-02-13,26448,26727,26293,26696,9667600
2012-02-14,26732,27116,26684,26849,17872200
2012-02-15,26730,26888,26311,26519,21238400
2012-02-16,26390,26573,26239,26288,14316200
2012-02-17,26116,26284,26091,26124,16952900
2012-02-20,26079,26735,26000,26697,15666200
2012-02-21,26801,27080,26248,26347,15640600
2012-02-22,26344,26545,26186,26479,16560100
2012-02-23,26386,26409,25805,25881,9133700
2012-02-24,25823,26029,25768,25799,10885800
2012-02-27,25870,26684,25743,26306,15362400
2012-02-28,26207,26268,25800,25850,13179200
2012-02-29,25900,26483,25836,26271,16037100
2012-03-01,26294,26527,25544,25587,17393200
2012-03-02,25633,25657,25373,25610,12646500
2012-03-05,25731,25772,24975,25220,19012900
2012-03-06,25128,25232,24911,25217,14839600
2012-03-07,24994,25458,24915,25136,15664300
2012-03-08,25270,25588,25150,25428,13327700
2012-03-09,25396,25552,25386,25528,9441700
2012-03-12,25391,25806,25382,25591,17957200
2012-03-13,25729,25769,25229,25400,19307000
2012-03-14,25564,25670,25543,25563,15130900
2012-03-15,25765,25917,25005,25282,15611700
2012-03-16,25394,25719,25053,25060,18804500
2012-03-19,24973,25010,24842,24846,14547400
2012-03-20,24804,25129,24758,25050,13834100
2012-03-21,25110,25959,24806,25860,8999900
2012-03-22,26039,26132,25500,25839,17933800
2012-03-23,25728,26764,25553,26544,12314500
2012-03-26,26560,26632,25992,26169,12768600
2012-03-27,26064,26187,25856,25952,18637900
2012-03-28,25869,26253,25822,26143,11916800
2012-03-29,26178,26497,26139,26368,16680400
2012-03-30,26445,26900,26321,26651,10844700
2012-04-02,26720,27513,26636,27245,14317900
2012-04-03,27370,27640,27001,27165,16266400
2012-04-04,27297,27872,27141,27578,13937100
2012-04-05,27573,27739,27409,27671,12179500
2012-04-06,27662,27763,26352,26595,16892300
2012-04-09,26738,27067,26137,26229,16003900
2012-04-10,26226,26362,25986,26040,11523800
2012-04-11,26142,26218,25872,26085,15861800
2012-04-12,26136,26679,26096,26283,17277800
2012-04-13,26364,26585,25936,26185,13537100
2012-04-16,26181,26898,26141,26674,16295900
2012-04-17,26892,27028,26176,26316,14764400
2012-04-18,26618,26718,26168,26311,21642700
2012-04-19,26322,26689,26239,26655,16165100
2012-04-20,26603,26623,26084,26241,12281800
2012-04-23,26241,26834,26032,26710,7778100
2012-04-24,26690,27147,26678,27071,13289800
2012-04-25,27138,27323,26934,27010,12116000
2012-04-26,26895,27020,26443,27013,19393000
2012-04-27,27156,27530,26842,26981,13627900
2012-04-30,26780,27089,26644,26990,20797800
2012-05-01,26800,27527,26654,27466,12891200
2012-05-02,27442,27675,27279,27664,10720400
2012-05-03,27562,27703,26788,27135,16151800
2012-05-04,27185,27410,26230,26557,17636600
2012-05-07,26550,26835,26543,26784,13173700
2012-05-08,26829,26950,25635,25820,17168500
2012-05-09,25864,25975,25050,25263,17429600
2012-05-10,25261,25394,24913,25053,12381400
2012-05-11,25101,25125,24910,25051,14013800
2012-05-14,24999,25819,24900,25535,18568800
2012-05-15,25444,25704,25323,25601,13652100
2012-05-16,25693,26956,25588,26893,12981700
2012-05-17,26837,27196,26783,26971,19814400
2012-05-18,27134,27344,26956,27294,11935500
2012-05-21,27239,27770,27205,27680,13969400
2012-05-22,27578,27700,27454,27633,17941900
2012-05-23,27579,28073,27413,27997,15868500
2012-05-24,27956,28298,27853,28224,22728800
2012-05-25,28250,28734,28025,28308,14602600
2012-05-28,28244,28384,28027,28050,14799500
2012-05-29,28204,28309,27706,27875,12223700
2012-05-30,27691,28489,27509,28180,18141400
2012-05-31,28132,28274,27996,28157,15530200
2012-06-01,28039,28460,28024,28308,15351300
2012-06-04,28232,28566,27872,28459,15535200
2012-06-05,28265,28575,28111,28560,15947500
2012-06-06,28627,28762,28520,28556,14160700
2012-06-07,28529,28829,28482,28781,16015000
2012-06-08,28791,29121,28781,29106,16948000
2012-06-11,29102,29988,28979,29658,16504100
2012-06-12,29731,30072,29718,29851,13769400
2012-06-13,30004,30145,29507,29602,9667700
2012-06-14,29920,30049,29282,29309,14098200
2012-06-15,29175,29594,29064,29559,12345700
2012-06-18,29582,29868,28712,28922,10858900
2012-06-19,29046,29064,28671,28702,15945500
2012-06-20,28547,29214,28341,29112,13572100
2012-06-21,29061,29111,28953,28966,14219700
2012-06-22,28901,29281,28488,28692,15631600
2012-06-25,28724,29253,28322,29180,10242100
2012-06-26,29016,29157,27979,28107,20894300
2012-06-27,28056,28140,27998,28069,14508500
2012-06-28,28089,28208,27724,27883,11380300
2012-06-29,27810,27845,27582,27687,19861900
2012-07-02,27717,28120,27582,28035,14758000
2012-07-03,28298,28709,28157,28621,15576200
2012-07-04,28589,29128,28307,29068,12684800
2012-07-05,29168,29618,29150,29310,17859200
2012-07-06,29301,29682,29071,29431,15970800
2012-07-09,29492,29508,29316,29318,11738300
2012-07-10,29263,29320,28954,29307,11279000
2012-07-11,29317,29483,28635,28640,14355000
2012-07-12,28483,28505,28396,28422,14864800
2012-07-13,28292,28742,28154,28651,19256700
2012-07-16,28807,28862,28557,28594,10770600
2012-07-17,28648,29050,28503,28916,16478100
2012-07-18,28873,28928,28283,28286,14478900
2012-07-19,28085,28212,27774,28057,11976300
2012-07-20,28141,28257,27578,27661,14669100
2012-07-23,27813,28255,27767,28066,15900000
2012-07-24,28209,28255,27857,27956,15731300
2012-07-25,27909,27932,27793,27836,14696800
2012-07-26,27708,27779,27317,27360,8670500
2012-07-27,27443,27536,26963,27165,17206700
2012-07-30,27031,27060,26705,26782,16226600
2012-07-31,26972,27004,26555,26569,12204300
2012-08-01,26658,27562,26427,27386,20208200
2012-08-02,27237,27429,26811,26945,15315400
2012-08-03,27059,27142,26767,26845,14399200
2012-08-06,26747,26823,26295,26511,12006700
2012-08-07,26505,27073,26430,26997,18014000
2012-08-08,26980,27196,26457,26630,13015200
2012-08-09,26552,26589,26252,26308,13909000
2012-08-10,26289,26503,26159,26442,14081000
2012-08-13,26417,27281,26354,27059,18451700
2012-08-14,27062,27301,26963,27143,16239700
2012-08-15,27249,27362,26761,26923,20960500
2012-08-16,26879,26902,25797,25976,13284000
2012-08-17,25812,25939,24653,24696,14330700
2012-08-20,24694,24717,24604,24672,11769500
2012-08-21,24555,24833,24419,24685,12201100
2012-08-22,24547,25286,24280,25098,9571600
2012-08-23,25143,25369,25098,25265,14266000
2012-08-24,25263,25514,25118,25174,17990900
2012-08-27,25130,25848,24974,25629,10851800
2012-08-28,25791,26563,25589,26254,14520300
2012-08-29,26208,26443,25970,26012,13498300
2012-08-30,25984,26406,25742,26349,16063100
2012-08-31,26387,27040,26024,26788,14651300
2012-09-03,26993,27013,26400,26498,15368300
2012-09-04,26568,26739,26358,26703,16322200
2012-09-05,26676,26809,26676,26686,12550500
2012-09-06,26638,27335,26253,27122,14419500
2012-09-07,26972,27647,26912,27537,15532800
2012-09-10,27571,27633,26552,26724,14384600
2012-09-11,26856,26994,26371,26634,19374800
2012-09-12,26407,27216,26300,27144,11448700
2012-09-13,27212,27542,27136,27330,12030500
2012-09-14,27245,27576,26895,26932,18152900
2012-09-17,26797,26820,26742,26745,11259900
2012-09-18,26636,26685,26166,26342,9000700
2012-09-19,26250,26685,26207,26458,16408800
2012-09-20,26550,27010,25872,25976,18900400
2012-09-21,25952,26481,25901,26421,15964700
2012-09-24,26492,26922,26456,26731,19270900
2012-09-25,26567,27413,26459,27361,18575300
2012-09-26,27368,27812,27305,27768,10726100
2012-09-27,27728,28462,27575,28157,18318500
2012-09-28,28015,28526,28011,28510,18036200
2012-10-01,28395,28957,28324,28729,16417400
2012-10-02,28737,28889,27883,27954,11007600
2012-10-03,27855,28205,27781,28165,15087300
2012-10-04,28173,28322,27737,27852,14452900
2012-10-05,27879,28106,26888,26931,15998200
2012-10-08,26909,27584,26821,27531,16699300
2012-10-09,27554,27591,27329,27525,10500700
2012-10-10,27577,27749,26834,26905,12654400
2012-10-11,27011,27067,26747,27020,7543000
2012-10-12,27032,27191,26981,27184,13782100
2012-10-15,27242,27260,27186,27257,13984100
2012-10-16,27356,28073,27202,27823,20523800
2012-10-17,28019,28234,27160,27390,12704400
2012-10-18,27397,27802,27284,27735,12544000
2012-10-19,27601,27732,27346,27356,18214100
2012-10-22,27391,27665,27095,27536,11769900
2012-10-23,27590,27934,27542,27784,14933300
2012-10-24,27809,28016,27514,27594,15814100
2012-10-25,27685,28695,27651,28582,14146000
2012-10-26,28480,28669,27831,27861,15484700
2012-10-29,27754,28052,26956,27285,17899500
2012-10-30,27219,27405,27072,27106,13660500
2012-10-31,26934,26964,26750,26767,16734800
2012-11-01,26655,27239,26621,27197,16979300
2012-11-02,27071,27213,26772,26974,10414200
2012-11-05,27074,27830,26974,27481,17322200
2012-11-06,27395,27533,27303,27308,8817900
2012-11-07,27096,27681,26963,27616,15425100
2012-11-08,27667,28095,27483,27924,11458400
2012-11-09,27978,28001,27924,27965,17456800
2012-11-12,27911,28472,27686,28241,14445100
2012-11-13,28134,28502,28100,28374,18559000
2012-11-14,28419,29320,28134,29220,15605400
2012-11-15,29042,30295,28678,30200,16434700
2012-11-16,30291,30304,29972,30043,17414200
2012-11-19,30043,30287,30002,30238,18167300
2012-11-20,30375,30737,30154,30718,15959800
2012-11-21,30727,31037,30665,30950,13538700
2012-11-22,31115,31907,30910,31800,13270900
2012-11-23,31848,33008,31843,32979,15288300
2012-11-26,32932,33226,31891,32053,13125300
2012-11-27,32200,32430,31335,31789,15427500
2012-11-28,31692,32417,31547,32370,11409100
2012-11-29,32280,32756,32267,32591,18021000
2012-11-30,32416,32562,32096,32248,15891000
2012-12-03,32174,32295,31970,32121,15086500
2012-12-04,32135,32467,31996,32162,14927500
2012-12-05,32230,33286,32201,32899,15456400
2012-12-06,32753,32918,32413,32442,17339400
2012-12-07,32501,32885,32442,32519,20199100
2012-12-10,32347,33238,32207,33182,14749900
2012-12-11,33054,33674,33040,33651,10428900
2012-12-12,33736,33748,33358,33564,11955100
2012-12-13,33508,33675,33192,33408,13773000
2012-12-14,33277,33343,32467,32558,12009500
2012-12-17,32560,32588,31512,31767,13022100
2012-12-18,31708,31716,31198,31360,12015400
2012-12-19,31302,31790,31259,31714,14744500
2012-12-20,31883,32229,31620,32061,18065300
2012-12-21,32030,32823,31935,32631,17957900
2012-12-24,32552,33178,32456,33028,14924400
2012-12-25,32976,33852,32885,33358,16440500
2012-12-26,33503,33907,33282,33412,12876300
2012-12-27,33329,33557,32853,33015,16453700
2012-12-28,32950,33623,32873,33559,17019600
2012-12-31,33480,33628,33302,33355,13325100
2013-01-01,33508,33545,32267,32492,18949300
2013-01-02,32634,32753,32404,32674,11301600
2013-01-03,32784,32977,32227,32691,16332700
2013-01-04,32856,33883,32710,33800,22141500
2013-01-07,33829,33928,33508,33644,14522100
2013-01-08,34008,34061,33659,33780,20518700
2013-01-09,33676,33873,33106,33207,13797100
2013-01-10,33170,33845,33131,33497,18775600
2013-01-11,33578,33805,33406,33591,16611800
2013-01-14,33463,33957,33071,33178,14842500
2013-01-15,33219,33324,33001,33260,17393900
2013-01-16,33289,33459,32460,32639,18766200
2013-01-17,32644,33241,32589,32874,16178300
2013-01-18,33059,33212,32629,32632,11823800
2013-01-21,32690,32818,32423,32765,13865200
2013-01-22,32825,32991,32070,32318,12488500
2013-01-23,32151,32300,31908,31940,14349000
2013-01-24,32276,32566,31652,31838,21648400
2013-01-25,32047,32205,32008,32184,13768500
2013-01-28,31966,32323,31883,32212,11955400
2013-01-29,32387,32493,30780,31125,11413600
2013-01-30,31003,31546,30998,31392,18617100
2013-01-31,31220,31654,31210,31315,16372300
2013-02-01,31241,31733,31214,31568,15998500
2013-02-04,31547,32064,31381,32053,15439200
2013-02-05,32083,32471,31836,32395,14689200
2013-02-06,32398,32596,31624,32032,17834100
2013-02-07,31933,31955,31610,31838,13191800
2013-02-08,31996,32280,31904,32032,17497400
2013-02-11,31840,32532,31680,32457,14087900
2013-02-12,32461,32495,31558,32074,11156100
2013-02-13,32215,32600,31537,31757,13769600
2013-02-14,32027,32252,31194,31289,15989800
2013-02-15,31279,31505,31250,31439,15448500
2013-02-18,31433,31543,30910,31094,19619200
2013-02-19,31104,32772,30724,32097,16819500
2013-02-20,32040,32484,31849,32443,15036300
2013-02-21,32537,33242,32152,32954,18068600
2013-02-22,32942,33209,32809,33201,14859800
2013-02-25,33494,33545,32853,32888,17842400
2013-02-26,32871,32898,31507,31696,15306000
2013-02-27,31555,32523,31398,32323,13812000
2013-02-28,32138,32749,31977,32431,14310900
2013-03-01,32628,32664,31543,31549,14738500
2013-03-04,31550,32832,31546,32804,17790300
2013-03-05,32604,33333,32359,33117,15482300
2013-03-06,33067,33958,32871,33834,13929200
2013-03-07,33686,33830,33412,33678,16806700
2013-03-08,33609,33626,32639,32811,19950100
2013-03-11,32619,32706,32397,32419,16463700
2013-03-12,32364,32773,32009,32751,18063100
2013-03-13,32547,32576,31126,31760,18946600
2013-03-14,31982,32172,31492,31494,16987200
2013-03-15,31536,32173,31342,31981,15842700
2013-03-18,31988,32515,31829,32438,13486700
2013-03-19,32453,32503,32128,32442,16759600
2013-03-20,32510,32524,31124,31262,12725500
2013-03-21,31186,31216,31065,31121,14076100
2013-03-22,30961,31852,30836,31665,18360200
2013-03-25,31499,32035,31197,32029,9603300
2013-03-26,31978,32141,31737,31822,13709200
2013-03-27,31756,32425,31734,31965,12637500
2013-03-28,32276,32469,32007,32196,14992200
2013-03-29,32482,32574,31843,31989,12571700
2013-04-01,32178,32267,31436,31631,14970900
2013-04-02,31659,31702,31102,31294,16838000
2013-04-03,31444,31711,30758,30901,16533700
2013-04-04,30901,31044,30831,30845,20814800
2013-04-05,30845,30973,30790,30805,13714600
2013-04-08,30928,31097,30796,31037,19459400
2013-04-09,30933,31417,30910,31271,14598100
2013-04-10,31332,31543,31010,31187,14789100
2013-04-11,31195,31305,30063,30240,11444400
2013-04-12,30272,30680,30158,30459,12719500
2013-04-15,30522,30725,29901,30059,7721500
2013-04-16,30007,30847,29819,30784,17664600
2013-04-17,30555,30733,30478,30634,11712100
2013-04-18,30705,31756,30451,31594,20250000
2013-04-19,31654,32036,31599,31855,11641000
2013-04-22,31767,32604,31730,32589,15396300
2013-04-23,32572,32935,32490,32652,18678000
2013-04-24,32519,33054,32290,32861,14634000
2013-04-25,32838,33152,32543,32638,14922800
2013-04-26,32757,32833,32332,32395,12388100
2013-04-29,32389,32491,31923,32155,14803300
2013-04-30,32315,32494,32198,32470,11573700
